term,sumsq,meansq,NumDF,DenDF,statistic,p.value,mod,n
mod,26.48174313910115,26.48174313910115,1,13.369569848417113,7.688051147862635,0.015494538913084954,pub_year,139
mod,0.465479252282248,0.465479252282248,1,48.400678599509824,0.14189816761217336,0.708047662557571,lat,129
mod,1.8140724605708445,1.8140724605708445,1,27.00318788546542,0.556366431147234,0.46217232775309525,long,129
mod,18.284902007409443,18.284902007409443,1,90.19477948801382,5.4447690027713955,0.021850215104109998,cc_bio_Mgha,105
