term,sumsq,meansq,NumDF,DenDF,statistic,p.value,mod,n
mod,2.5629507930110957,2.5629507930110957,1,10.015389797819205,0.7620296935749428,0.40313793371761675,pub_year,142
mod,4.178705027198793,4.178705027198793,1,38.69274109240983,1.238363851025212,0.27265266173801134,lat,142
mod,3.0987825550411423,3.0987825550411423,1,10.947374429957728,0.9227965808214351,0.35747896936844337,long,142
mod,14.373760928104957,14.373760928104957,1,66.60118155191907,3.9704739729470795,0.05040539501011084,cc_bio_Mgha,121
